symbol,censor_rate,alpha_gap,floor_binds
PCAL,0.05891016200294551,0.02320403576208896,0.001466275659824047
PECO,0.16778523489932887,0.12141923568591048,0.0
PHDL,0.19922630560928434,0.08251667476565264,0.0
PIAHCLA,0.007308160779537149,0.01773451352164579,1.0
PIBTL,0.03048780487804878,0.008960647840943733,0.6881851400730816
PICT,0.05970149253731343,0.0961162939794577,0.0
PIL,0.011015911872705019,0.007666211257757322,1.0
PIOC,0.1073170731707317,0.05988951150677013,0.030450669914738125
PKGP,0.017478152309612985,0.016332926123002467,0.5460199004975125
PKGS,0.030599755201958383,0.048831558974121336,0.0
PNSC,0.07274969173859433,0.03810734126541654,0.0
POL,0.017094017094017096,0.013713460601855978,0.0
POML,0.14705882352941177,-0.0036780677479676394,0.0
POWER,0.018292682926829267,0.013400378903586835,0.9866017052375152
PPL,0.013431013431013432,0.012594278645742085,0.0
PPP,0.2327790973871734,0.06997817919168137,0.0
PPVC,0.05434782608695652,0.05644412004570709,1.0
PREMA,0.12256267409470752,0.06365671115833788,0.4444444444444444
PRET,0.11155378486055777,0.11125268170354882,0.0
PRL,0.09500609013398295,0.07301531055338983,0.16443361753958588
PSMC,0.13032886723507917,0.10182161895571024,0.0
PSO,0.02696078431372549,0.003984221106143493,0.0
PSX,0.07436708860759493,0.07121197289672421,0.6724683544303798
PSYL,0.13333333333333333,0.013489379898375842,0.15726495726495726
PTC,0.0,-4.0959338504231724e-08,1.0
QTECH,0.017632241813602016,0.0317284293819578,1.0
QUICE,0.0,0.0,1.0
RAVT,0.03648424543946932,0.018283391628314688,1.0
REDCO,0.022099447513812154,0.013576664069573072,1.0
REWM,0.10903426791277258,0.07386871119831948,0.0
RICL,0.0048,-8.336080144855096e-05,1.0
RMPL,0.058394160583941604,0.011250805392147678,0.0
RPL,0.0829817158931083,0.05990064853340621,0.2650771388499299
RUPL,0.2988505747126437,0.17938270728336414,0.26436781609195403
SAIF,0.08104395604395605,0.028648923575573915,0.766803840877915
SANSM,0.18435754189944134,0.026619695539499777,0.0
SARC,0.23043478260869565,0.20750361036411674,0.9717391304347827
SASML,0.24675324675324675,0.18419215545557727,0.5492227979274611
SAZEW,0.16323907455012854,0.12669474661827743,0.0
SBL,0.052083333333333336,0.002665279520342345,1.0
